2024.07.29 18:56:52 INFO  Started: Metals version 1.3.4 in folders '/home/seeker/Develop/ysyx-workbench/ysyxSoC' for client Visual Studio Code 1.91.1.
SLF4J(W): Class path contains multiple SLF4J providers.
SLF4J(W): Found provider [scribe.slf4j.ScribeServiceProvider@42a9d40b]
SLF4J(W): Found provider [ch.qos.logback.classic.spi.LogbackServiceProvider@8a4caca]
SLF4J(W): See https://www.slf4j.org/codes.html#multiple_bindings for an explanation.
SLF4J(I): Actual provider is of type [scribe.slf4j.ScribeServiceProvider@42a9d40b]
2024.07.29 18:56:53 WARN  Flyway upgrade recommended: H2 2.3.230 is newer than this version of Flyway and support has not been tested. The latest supported version of H2 is 2.2.220.
2024.07.29 18:56:57 INFO  running '/home/seeker/Develop/ysyx-workbench/ysyxSoC/.metals/millw --import ivy:com.lihaoyi::mill-contrib-bloop: mill.contrib.bloop.Bloop/install'
2024.07.29 18:56:57 INFO  No mill version specified.
2024.07.29 18:56:57 INFO  You should provide a version via '.mill-version' file or --mill-version option.
2024.07.29 18:56:57 INFO  Retrieving latest mill version ...
2024.07.29 18:57:07 INFO  Falling back to hardcoded mill version 0.11.4
2024.07.29 18:57:07 INFO  Downloading mill 0.11.4 from https://repo1.maven.org/maven2/com/lihaoyi/mill-dist/0.11.4/mill-dist-0.11.4.jar ...
2024.07.29 18:57:07 INFO    % Total    % Received % Xferd  Average Speed   Time    Time     Time  Current
2024.07.29 19:50:21 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/rocket-chip/src/main/scala/amba/apb/Parameters.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:50:22 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:50:21 WARN  no build target for: /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala
2024.07.29 19:50:22 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:50:21 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/rocket-chip/src/main/scala/amba/apb/Parameters.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:50:22 WARN  no build target for: /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala
2024.07.29 19:50:21 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:50:21 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/rocket-chip/src/main/scala/amba/apb/Parameters.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:50:21 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:50:22 WARN  no build target for: /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala
2024.07.29 19:50:22 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/rocket-chip/src/main/scala/amba/apb/Parameters.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:50:21 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:50:22 WARN  no build target for: /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala
2024.07.29 19:50:21 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:50:21 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/rocket-chip/src/main/scala/amba/apb/Parameters.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:50:25 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:50:25 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:50:26 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:50:26 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:50:26 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:50:36 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:50:36 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:50:38 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:53:27 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:55:15 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/rocket-chip/src/main/scala/amba/apb/Parameters.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:55:15 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/rocket-chip/src/main/scala/amba/apb/Parameters.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:55:17 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/rocket-chip/src/main/scala/amba/apb/Parameters.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:55:17 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/rocket-chip/src/main/scala/amba/apb/Parameters.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:55:17 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/rocket-chip/src/main/scala/amba/apb/Parameters.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:55:17 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/rocket-chip/src/main/scala/amba/apb/Parameters.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:07 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:09 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:13 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:13 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:13 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:15 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:15 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:19 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:21 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:23 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:26 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:26 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:26 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:26 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:27 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:27 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:37 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:39 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:39 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:46 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:46 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:46 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:46 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:46 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:46 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:47 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:48 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:48 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:48 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:49 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:48 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:49 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:49 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:50 WARN  no build target for: /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala
2024.07.29 19:59:50 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:50 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/rocket-chip/src/main/scala/amba/apb/Parameters.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:49 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 19:59:50 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:08 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:11 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:11 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:13 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:13 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:14 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:15 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:17 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:17 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:30 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/rocket-chip/src/main/scala/amba/apb/Parameters.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:38 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:38 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:38 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:39 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:44 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:48 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:48 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:51 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:51 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:54 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:54 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:54 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:55 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:55 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:55 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:57 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:57 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:57 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:57 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:57 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:58 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:58 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:58 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:00:58 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:00 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:00 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:00 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:01 WARN  no build target for: /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala
2024.07.29 20:01:01 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:01 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/rocket-chip/src/main/scala/amba/apb/Parameters.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:01 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:01 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:08 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:08 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:08 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:08 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:09 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:09 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:09 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:09 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:09 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:10 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:09 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:10 WARN  Using indexes to guess the definition of io
2024.07.29 20:01:10 WARN  no build target for: /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala
2024.07.29 20:01:09 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:10 WARN  Using indexes to guess the definition of io
2024.07.29 20:01:10 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/rocket-chip/src/main/scala/amba/apb/Parameters.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:10 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:09 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:09 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:10 WARN  Using indexes to guess the definition of state
2024.07.29 20:01:09 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:10 WARN  no build target for: /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala
2024.07.29 20:01:10 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:10 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/rocket-chip/src/main/scala/amba/apb/Parameters.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:10 WARN  Using indexes to guess the definition of state
2024.07.29 20:01:10 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:10 WARN  Using indexes to guess the definition of is_spi
2024.07.29 20:01:11 WARN  no build target for: /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala
2024.07.29 20:01:10 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:11 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/rocket-chip/src/main/scala/amba/apb/Parameters.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:10 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:25 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/rocket-chip/src/main/scala/amba/apb/Parameters.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:25 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:26 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:30 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:30 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:30 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:30 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:30 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:30 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:31 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:31 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:31 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:31 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:32 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:32 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:31 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.29 20:01:31 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
